
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20

 Method : Single Similar Particle Collision

 with the following fixed parameters:

	 Population size: 12
   11	      1183
   12	      1183
   13	      1183
   14	      1183
   15	      1183
   16	      1183
   17	      1183
   18	      1183
   19	      1183
   20	      1183
   21	      1179
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1192
    2	      1192
    3	      1192
    4	      1192
    5	      1192
    6	      1192
    7	      1192
    8	      1192
    9	      1192
   10	      1187
   11	      1185
   12	      1185
   13	      1185
   14	      1185
   15	      1185
   16	      1185
   17	      1185
   18	      1185
   19	      1185
   20	      1185
   21	      1185
   22	      1185
   23	      1185
   24	      1185
   25	      1185
   26	      1185
   27	      1185
   28	      1185
   29	      1185
   30	      1185
   31	      1185
   32	      1177
   33	      1177
   34	      1177
   35	      1177
   36	      1177
   37	      1177
   38	      1177
   39	      1177
   40	      1177
   41	      1177
   42	      1177
   43	      1177
   44	      1177
   45	      1177
   46	      1177
   47	      1177
   48	      1177
   49	      1177
   50	      1177
   51	      1177
   52	      1177
   53	      1177
   54	      1177
   55	      1177
   56	      1177
   57	      1177
   58	      1177
   59	      1177
   60	      1177
   61	      1177
   62	      1177
   63	      1177
   64	      1177
   65	      1177
   66	      1177
   67	      1177
   68	      1177
   69	      1177
   70	      1177
   71	      1177
   72	      1177
   73	      1177
   74	      1177
   75	      1177
   76	      1177
   77	      1177
   78	      1177
   79	      1177
   80	      1177
   81	      1177
   82	      1177
   83	      1177
   84	      1177
   85	      1177
   86	      1177
   87	      1177
   88	      1177
   89	      1177
   90	      1177
   91	      1177
   92	      1177
   93	      1177
   94	      1177
   95	      1177
   96	      1177
   97	      1177
   98	      1177
   99	      1177
  100	      1177

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1189
    2	      1177
    3	      1177
    4	      1177
    5	      1177
    6	      1177
    7	      1177
    8	      1177
    9	      1177
   10	      1177
   11	      1177
   12	      1177
   13	      1177
   14	      1177
   15	      1169
   16	      1169
   17	      1169
   18	      1169
   19	      1169
   20	      1169
   21	      1169
   22	      1169
   23	      1169
   24	      1169
   25	      1169
   26	      1169
   27	      1169
   28	      1169
   29	      1169
   30	      1169
   31	      1169
   32	      1169
   33	      1169
   34	      1169
   35	      1169
   36	      1169
   37	      1169
   38	      1169
   39	      1169
   40	      1169
   41	      1169
   42	      1169
   43	      1169
   44	      1169
   45	      1169
   46	      1169
   47	      1169
   48	      1169
   49	      1169
   50	      1169
   51	      1169
   52	      1169
   53	      1169
   54	      1169
   55	      1169
   56	      1169
   57	      1169
   58	      1169
   59	      1169
   60	      1169
   61	      1169
   62	      1169
   63	      1169
   64	      1169
   65	      1169
   66	      1169
   67	      1169
   68	      1169
   69	      1169
   70	      1169
   71	      1169
   72	      1169
   73	      1169
   74	      1169
   75	      1169
   76	      1169
   77	      1169
   78	      1169
   79	      1169
   80	      1169
   81	      1169
   82	      1169
   83	      1169
   84	      1169
   85	      1169
   86	      1169
   87	      1169
   88	      1169
   89	      1169
   90	      1169
   91	      1169
   92	      1169
   93	      1169
   94	      1169
   95	      1169
   96	      1169
   97	      1169
   98	      1169
   99	      1169
  100	      1169

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1196
    2	      1196
    3	      1196
    4	      1196
    5	      1196
    6	      1196
    7	      1196
    8	      1196
    9	      1196
   10	      1196
   11	      1196
   12	      1196
   13	      1196
   14	      1196
   15	      1196
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1178
   21	      1178
   22	      1178
   23	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1182
    2	      1174
    3	      1174
    4	      1174
    5	      1174
    6	      1174
    7	      1174
    8	      1174
    9	      1174
   10	      1174
   11	      1174
   12	      1174
   13	      1174
   14	      1174
   15	      1174
   16	      1174
   17	      1174
   18	      1174
   19	      1174
   20	      1174
   21	      1174
   22	      1174
   23	      1174
   24	      1174
   25	      1174
   26	      1174
   27	      1174
   28	      1174
   29	      1174
   30	      1174
   31	      1174
   32	      1174
   33	      1174
   34	      1174
   35	      1174
   36	      1174
   37	      1174
   38	      1174
   39	      1174
   40	      1174
   41	      1174
   42	      1174
   43	      1174
   44	      1174
   45	      1174
   46	      1174
   47	      1174
   48	      1174
   49	      1174
   50	      1174
   51	      1174
   52	      1174
   53	      1174
   54	      1174
   55	      1174
   56	      1174
   57	      1174
   58	      1174
   59	      1174
   60	      1174
   61	      1174
   62	      1174
   63	      1174
   64	      1174
   65	      1174
   66	      1174
   67	      1174
   68	      1174
   69	      1174
   70	      1174
   71	      1174
   72	      1174
   73	      1174
   74	      1174
   75	      1174
   76	      1174
   77	      1174
   78	      1174
   79	      1174
   80	      1174
   81	      1174
   82	      1174
   83	      1174
   84	      1174
   85	      1174
   86	      1174
   87	      1174
   88	      1174
   89	      1174
   90	      1174
   91	      1174
   92	      1174
   93	      1174
   94	      1174
   95	      1174
   96	      1174
   97	      1174
   98	      1174
   99	      1174
  100	      1174

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1222
    2	      1222
    3	      1190
    4	      1190
    5	      1187
    6	      1187
    7	      1187
    8	      1187
    9	      1187
   10	      1187
   11	      1187
   12	      1187
   13	      1187
   14	      1187
   15	      1187
   16	      1187
   17	      1187
   18	      1187
   19	      1187
   20	      1187
   21	      1187
   22	      1187
   23	      1187
   24	      1187
   25	      1187
   26	      1187
   27	      1187
   28	      1187
   29	      1187
   30	      1187
   31	      1187
   32	      1187
   33	      1187
   34	      1187
   35	      1187
   36	      1187
   37	      1187
   38	      1187
   39	      1187
   40	      1187
   41	      1187
   42	      1187
   43	      1187
   44	      1187
   45	      1187
   46	      1187
   47	      1187
   48	      1187
   49	      1187
   50	      1187
   51	      1187
   52	      1187
   53	      1187
   54	      1187
   55	      1187
   56	      1186
   57	      1186
   58	      1186
   59	      1186
   60	      1186
   61	      1186
   62	      1186
   63	      1186
   64	      1186
   65	      1186
   66	      1186
   67	      1186
   68	      1186
   69	      1186
   70	      1186
   71	      1186
   72	      1186
   73	      1186
   74	      1186
   75	      1186
   76	      1186
   77	      1186
   78	      1186
   79	      1186
   80	      1186
   81	      1186
   82	      1186
   83	      1186
   84	      1186
   85	      1186
   86	      1186
   87	      1186
   88	      1186
   89	      1186
   90	      1186
   91	      1186
   92	      1186
   93	      1186
   94	      1186
   95	      1186
   96	      1186
   97	      1186
   98	      1186
   99	      1186
  100	      1186

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1191
    2	      1191
    3	      1191
    4	      1191
    5	      1191
    6	      1191
    7	      1191
    8	      1191
    9	      1191
   10	      1191
   11	      1191
   12	      1191
   13	      1191
   14	      1191
   15	      1191
   16	      1191
   17	      1191
   18	      1191
   19	      1191
   20	      1191
   21	      1191
   22	      1191
   23	      1191
   24	      1191
   25	      1191
   26	      1191
   27	      1191
   28	      1191
   29	      1191
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1178
   52	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1170
    2	      1170
    3	      1170
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1170
   88	      1170
   89	      1170
   90	      1170
   91	      1170
   92	      1170
   93	      1170
   94	      1170
   95	      1170
   96	      1170
   97	      1170
   98	      1170
   99	      1170
  100	      1170

 Final results:


        100       1165         1862783        466


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1230
    2	      1230
    3	      1199
    4	      1199
    5	      1199
    6	      1199
    7	      1199
    8	      1199
    9	      1193
   10	      1190
   11	      1190
   12	      1190
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1170
   88	      1170
   89	      1170
   90	      1170
   91	      1170
   92	      1170
   93	      1170
   94	      1170
   95	      1170
   96	      1170
   97	      1170
   98	      1170
   99	      1170
  100	      1170

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1170
    2	      1170
    3	      1170
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1170
   88	      1170
   89	      1170
   90	      1170
   91	      1170
   92	      1170
   93	      1170
   94	      1170
   95	      1170
   96	      1170
   97	      1170
   98	      1170
   99	      1170
  100	      1170

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1170
    2	      1170
    3	      1170
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1170
   88	      1170
   89	      1170
   90	      1170
   91	      1170
   92	      1170
   93	      1170
   94	      1170
   95	      1170
   96	      1170
   97	      1170
   98	      1170
   99	      1170
  100	      1170

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1177
    2	      1177
    3	      1177
    4	      1177
    5	      1177
    6	      1177
    7	      1177
    8	      1177
    9	      1177
   10	      1177
   11	      1177
   12	      1177
   13	      1177
   14	      1177
   15	      1177
   16	      1177
   17	      1177
   18	      1177
   19	      1177
   20	      1177
   21	      1177
   22	      1177
   23	      1177
   24	      1177
   25	      1177
   26	      1177
   27	      1177
   28	      1177
   29	      1177
   30	      1177
   31	      1177
   32	      1177
   33	      1177
   34	      1177
   35	      1177
   36	      1177
   37	      1177
   38	      1177
   39	      1177
   40	      1177
   41	      1177
   42	      1177
   43	      1177
   44	      1177
   45	      1177
   46	      1177
   47	      1177
   48	      1177
   49	      1177
   50	      1177
   51	      1177
   52	      1177
   53	      1177
   54	      1177
   55	      1177
   56	      1177
   57	      1177
   58	      1177
   59	      1177
   60	      1177
   61	      1177
   62	      1177
   63	      1177
   64	      1177
   65	      1177
   66	      1177
   67	      1177
   68	      1177
   69	      1177
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1175
    2	      1175
    3	      1175
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1173
    2	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1340
    2	      1269
    3	      1214
    4	      1199
    5	      1199
    6	      1189
    7	      1189
    8	      1189
    9	      1189
   10	      1189
   11	      1189
   12	      1189
   13	      1189
   14	      1189
   15	      1189
   16	      1189
   17	      1189
   18	      1189
   19	      1189
   20	      1187
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1201
    2	      1201
    3	      1201
    4	      1201
    5	      1201
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1165

 Final results:


        100       1165         1289057        320


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1209
    2	      1208
    3	      1208
    4	      1202
    5	      1191
    6	      1191
    7	      1191
    8	      1191
    9	      1191
   10	      1191
   11	      1191
   12	      1191
   13	      1191
   14	      1191
   15	      1191
   16	      1191
   17	      1191
   18	      1191
   19	      1191
   20	      1191
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1180
   65	      1180
   66	      1180
   67	      1180
   68	      1180
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1186
    2	      1180
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
