
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20

 Method : Single Similar Particle Collision

 with the following fixed parameters:

	 Population size: 12
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1175
    2	      1175
    3	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1198
    2	      1198
    3	      1198
    4	      1198
    5	      1198
    6	      1198
    7	      1193
    8	      1185
    9	      1176
   10	      1176
   11	      1176
   12	      1176
   13	      1176
   14	      1176
   15	      1176
   16	      1176
   17	      1176
   18	      1176
   19	      1176
   20	      1176
   21	      1176
   22	      1176
   23	      1176
   24	      1176
   25	      1176
   26	      1176
   27	      1176
   28	      1176
   29	      1176
   30	      1176
   31	      1176
   32	      1176
   33	      1176
   34	      1176
   35	      1176
   36	      1176
   37	      1176
   38	      1176
   39	      1176
   40	      1176
   41	      1176
   42	      1176
   43	      1176
   44	      1176
   45	      1176
   46	      1176
   47	      1176
   48	      1176
   49	      1176
   50	      1176
   51	      1176
   52	      1176
   53	      1176
   54	      1176
   55	      1176
   56	      1176
   57	      1176
   58	      1176
   59	      1176
   60	      1176
   61	      1176
   62	      1176
   63	      1176
   64	      1176
   65	      1176
   66	      1176
   67	      1176
   68	      1176
   69	      1176
   70	      1176
   71	      1176
   72	      1176
   73	      1176
   74	      1176
   75	      1176
   76	      1176
   77	      1176
   78	      1176
   79	      1176
   80	      1176
   81	      1176
   82	      1176
   83	      1176
   84	      1176
   85	      1176
   86	      1176
   87	      1176
   88	      1176
   89	      1176
   90	      1176
   91	      1176
   92	      1176
   93	      1176
   94	      1176
   95	      1176
   96	      1176
   97	      1176
   98	      1176
   99	      1176
  100	      1176

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1306
    2	      1306
    3	      1182
    4	      1182
    5	      1182
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1182
   15	      1182
   16	      1182
   17	      1182
   18	      1182
   19	      1182
   20	      1182
   21	      1182
   22	      1182
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1209
    2	      1209
    3	      1209
    4	      1209
    5	      1209
    6	      1209
    7	      1209
    8	      1209
    9	      1209
   10	      1209
   11	      1209
   12	      1209
   13	      1209
   14	      1209
   15	      1209
   16	      1209
   17	      1209
   18	      1209
   19	      1209
   20	      1209
   21	      1209
   22	      1209
   23	      1209
   24	      1209
   25	      1209
   26	      1209
   27	      1209
   28	      1209
   29	      1208
   30	      1208
   31	      1208
   32	      1208
   33	      1208
   34	      1208
   35	      1208
   36	      1208
   37	      1208
   38	      1208
   39	      1208
   40	      1208
   41	      1208
   42	      1208
   43	      1208
   44	      1208
   45	      1208
   46	      1208
   47	      1208
   48	      1208
   49	      1199
   50	      1199
   51	      1199
   52	      1199
   53	      1199
   54	      1199
   55	      1199
   56	      1199
   57	      1199
   58	      1199
   59	      1199
   60	      1199
   61	      1199
   62	      1199
   63	      1199
   64	      1199
   65	      1199
   66	      1199
   67	      1199
   68	      1199
   69	      1199
   70	      1199
   71	      1199
   72	      1199
   73	      1199
   74	      1199
   75	      1199
   76	      1199
   77	      1199
   78	      1199
   79	      1199
   80	      1199
   81	      1199
   82	      1199
   83	      1199
   84	      1199
   85	      1199
   86	      1199
   87	      1199
   88	      1199
   89	      1199
   90	      1199
   91	      1199
   92	      1199
   93	      1199
   94	      1199
   95	      1199
   96	      1199
   97	      1199
   98	      1199
   99	      1199
  100	      1199

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1217
    2	      1217
    3	      1217
    4	      1217
    5	      1217
    6	      1217
    7	      1217
    8	      1217
    9	      1217
   10	      1217
   11	      1217
   12	      1217
   13	      1217
   14	      1217
   15	      1208
   16	      1208
   17	      1208
   18	      1208
   19	      1208
   20	      1208
   21	      1208
   22	      1208
   23	      1208
   24	      1208
   25	      1208
   26	      1208
   27	      1203
   28	      1203
   29	      1203
   30	      1203
   31	      1203
   32	      1203
   33	      1203
   34	      1203
   35	      1203
   36	      1203
   37	      1203
   38	      1203
   39	      1203
   40	      1203
   41	      1203
   42	      1203
   43	      1203
   44	      1203
   45	      1203
   46	      1203
   47	      1203
   48	      1203
   49	      1203
   50	      1203
   51	      1203
   52	      1203
   53	      1203
   54	      1203
   55	      1203
   56	      1203
   57	      1190
   58	      1190
   59	      1190
   60	      1190
   61	      1190
   62	      1190
   63	      1190
   64	      1190
   65	      1190
   66	      1185
   67	      1185
   68	      1185
   69	      1185
   70	      1185
   71	      1185
   72	      1185
   73	      1185
   74	      1185
   75	      1185
   76	      1185
   77	      1185
   78	      1185
   79	      1185
   80	      1185
   81	      1185
   82	      1185
   83	      1185
   84	      1185
   85	      1185
   86	      1185
   87	      1185
   88	      1185
   89	      1185
   90	      1185
   91	      1185
   92	      1185
   93	      1185
   94	      1185
   95	      1185
   96	      1185
   97	      1185
   98	      1185
   99	      1185
  100	      1185

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1185
    2	      1180
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1180
   65	      1180
   66	      1180
   67	      1180
   68	      1180
   69	      1180
   70	      1180
   71	      1180
   72	      1180
   73	      1180
   74	      1180
   75	      1180
   76	      1180
   77	      1180
   78	      1180
   79	      1180
   80	      1180
   81	      1180
   82	      1180
   83	      1180
   84	      1180
   85	      1180
   86	      1180
   87	      1180
   88	      1180
   89	      1180
   90	      1180
   91	      1180
   92	      1180
   93	      1180
   94	      1180
   95	      1180
   96	      1180
   97	      1180
   98	      1180
   99	      1180
  100	      1180

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1180
    2	      1180
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1174
   58	      1174
   59	      1174
   60	      1174
   61	      1174
   62	      1174
   63	      1174
   64	      1174
   65	      1174
   66	      1174
   67	      1174
   68	      1174
   69	      1174
   70	      1174
   71	      1174
   72	      1174
   73	      1174
   74	      1174
   75	      1174
   76	      1174
   77	      1174
   78	      1174
   79	      1174
   80	      1174
   81	      1174
   82	      1174
   83	      1174
   84	      1174
   85	      1174
   86	      1174
   87	      1174
   88	      1174
   89	      1174
   90	      1174
   91	      1174
   92	      1174
   93	      1174
   94	      1174
   95	      1174
   96	      1174
   97	      1174
   98	      1174
   99	      1174
  100	      1174

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1180
    2	      1180
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1180
   65	      1180
   66	      1180
   67	      1180
   68	      1180
   69	      1180
   70	      1180
   71	      1180
   72	      1180
   73	      1180
   74	      1180
   75	      1180
   76	      1180
   77	      1180
   78	      1180
   79	      1180
   80	      1180
   81	      1180
   82	      1180
   83	      1180
   84	      1180
   85	      1180
   86	      1180
   87	      1180
   88	      1180
   89	      1180
   90	      1180
   91	      1180
   92	      1180
   93	      1180
   94	      1180
   95	      1180
   96	      1180
   97	      1180
   98	      1180
   99	      1180
  100	      1180

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1207
    2	      1204
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1180
   65	      1180
   66	      1180
   67	      1180
   68	      1180
   69	      1180
   70	      1180
   71	      1180
   72	      1180
   73	      1180
   74	      1180
   75	      1180
   76	      1180
   77	      1180
   78	      1180
   79	      1180
   80	      1180
   81	      1180
   82	      1179
   83	      1179
   84	      1179
   85	      1179
   86	      1179
   87	      1179
   88	      1179
   89	      1179
   90	      1179
   91	      1179
   92	      1179
   93	      1179
   94	      1179
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:


        100       1165         1226717        261


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1207
    2	      1204
    3	      1204
    4	      1204
    5	      1204
    6	      1202
    7	      1202
    8	      1202
    9	      1202
   10	      1202
   11	      1202
   12	      1202
   13	      1202
   14	      1202
   15	      1202
   16	      1202
   17	      1202
   18	      1202
   19	      1202
   20	      1202
   21	      1202
   22	      1202
   23	      1202
   24	      1189
   25	      1189
   26	      1189
   27	      1189
   28	      1189
   29	      1189
   30	      1189
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1182
   52	      1182
   53	      1182
   54	      1182
   55	      1182
   56	      1182
   57	      1182
   58	      1182
   59	      1182
   60	      1182
   61	      1182
   62	      1182
   63	      1182
   64	      1182
   65	      1182
   66	      1182
   67	      1182
   68	      1182
   69	      1182
   70	      1182
   71	      1182
   72	      1182
   73	      1182
   74	      1182
   75	      1182
   76	      1182
   77	      1182
   78	      1182
   79	      1182
   80	      1182
   81	      1182
   82	      1182
   83	      1182
   84	      1182
   85	      1182
   86	      1182
   87	      1182
   88	      1182
   89	      1182
   90	      1182
   91	      1182
   92	      1182
   93	      1182
   94	      1182
   95	      1182
   96	      1182
   97	      1182
   98	      1182
   99	      1182
  100	      1182

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1180
    2	      1179
    3	      1179
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1178
    2	      1177
    3	      1177
    4	      1177
    5	      1177
    6	      1177
    7	      1177
    8	      1177
    9	      1177
   10	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1196
    2	      1196
    3	      1196
    4	      1195
    5	      1195
    6	      1195
    7	      1195
    8	      1195
    9	      1195
   10	      1195
   11	      1195
   12	      1195
   13	      1195
   14	      1195
   15	      1195
   16	      1195
   17	      1195
   18	      1195
   19	      1195
   20	      1195
   21	      1195
   22	      1195
   23	      1195
   24	      1195
   25	      1195
   26	      1195
   27	      1195
   28	      1195
   29	      1195
   30	      1195
   31	      1195
   32	      1195
   33	      1195
   34	      1195
   35	      1195
   36	      1195
   37	      1195
   38	      1195
   39	      1195
   40	      1195
   41	      1195
   42	      1195
   43	      1195
   44	      1195
   45	      1195
   46	      1188
   47	      1188
   48	      1188
   49	      1188
   50	      1188
   51	      1188
   52	      1188
   53	      1188
   54	      1188
   55	      1188
   56	      1188
   57	      1188
   58	      1188
   59	      1188
   60	      1188
   61	      1188
   62	      1188
   63	      1188
   64	      1188
   65	      1188
   66	      1188
   67	      1188
   68	      1188
   69	      1188
   70	      1188
   71	      1188
   72	      1188
   73	      1188
   74	      1188
   75	      1188
   76	      1188
   77	      1188
   78	      1188
   79	      1188
   80	      1188
   81	      1188
   82	      1188
   83	      1188
   84	      1188
   85	      1188
   86	      1188
   87	      1188
   88	      1188
   89	      1188
   90	      1188
   91	      1188
   92	      1188
   93	      1188
   94	      1188
   95	      1188
   96	      1188
   97	      1188
   98	      1188
   99	      1188
  100	      1188

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1227
    2	      1222
    3	      1207
    4	      1207
    5	      1207
    6	      1207
    7	      1199
    8	      1199
    9	      1178
   10	      1178
   11	      1177
   12	      1177
   13	      1177
   14	      1177
   15	      1177
   16	      1177
   17	      1177
   18	      1177
   19	      1177
   20	      1177
   21	      1177
   22	      1177
   23	      1177
   24	      1177
   25	      1177
   26	      1177
   27	      1177
   28	      1177
   29	      1177
   30	      1177
   31	      1177
   32	      1177
   33	      1177
   34	      1177
   35	      1177
   36	      1177
   37	      1177
   38	      1177
   39	      1177
   40	      1177
   41	      1177
   42	      1177
   43	      1177
   44	      1177
   45	      1177
   46	      1177
   47	      1177
   48	      1177
   49	      1177
   50	      1177
   51	      1177
   52	      1177
   53	      1177
   54	      1177
   55	      1177
   56	      1177
   57	      1177
   58	      1177
   59	      1177
   60	      1177
   61	      1177
   62	      1177
   63	      1177
   64	      1177
   65	      1177
   66	      1177
   67	      1177
   68	      1177
   69	      1177
   70	      1177
   71	      1177
   72	      1177
   73	      1177
   74	      1177
   75	      1177
   76	      1177
   77	      1177
   78	      1177
   79	      1177
   80	      1177
   81	      1177
   82	      1177
   83	      1177
   84	      1177
   85	      1177
   86	      1177
   87	      1177
   88	      1177
   89	      1177
   90	      1177
   91	      1177
   92	      1177
   93	      1177
   94	      1177
   95	      1177
   96	      1177
   97	      1177
   98	      1177
   99	      1177
  100	      1177

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1189
    2	      1186
    3	      1186
    4	      1186
    5	      1186
    6	      1186
    7	      1186
    8	      1186
    9	      1186
   10	      1186
   11	      1186
   12	      1186
   13	      1186
   14	      1186
   15	      1186
   16	      1186
   17	      1186
   18	      1186
   19	      1186
   20	      1186
   21	      1186
   22	      1186
   23	      1186
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1180
   65	      1180
   66	      1180
   67	      1180
   68	      1180
   69	      1180
   70	      1180
   71	      1180
   72	      1180
   73	      1180
   74	      1180
   75	      1180
   76	      1180
   77	      1180
   78	      1180
   79	      1180
   80	      1180
   81	      1180
   82	      1180
   83	      1180
   84	      1180
   85	      1180
   86	      1180
   87	      1180
   88	      1180
   89	      1180
   90	      1180
   91	      1180
   92	      1180
   93	      1180
   94	      1180
   95	      1180
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1225
    2	      1225
    3	      1225
    4	      1225
    5	      1193
    6	      1193
    7	      1193
    8	      1193
    9	      1193
   10	      1193
   11	      1193
   12	      1193
   13	      1193
   14	      1193
   15	      1193
   16	      1193
   17	      1193
   18	      1193
   19	      1193
   20	      1193
   21	      1193
   22	      1193
   23	      1193
   24	      1193
   25	      1193
   26	      1193
   27	      1193
   28	      1193
   29	      1193
   30	      1193
   31	      1193
   32	      1193
   33	      1193
   34	      1193
   35	      1193
   36	      1193
   37	      1193
   38	      1193
   39	      1193
   40	      1193
   41	      1193
   42	      1193
   43	      1193
   44	      1193
   45	      1193
   46	      1193
   47	      1193
   48	      1193
   49	      1193
   50	      1193
   51	      1193
   52	      1193
   53	      1193
   54	      1193
   55	      1193
   56	      1193
   57	      1193
   58	      1193
   59	      1193
   60	      1193
   61	      1193
   62	      1193
   63	      1193
   64	      1193
   65	      1193
   66	      1193
   67	      1193
   68	      1193
   69	      1193
   70	      1193
   71	      1193
   72	      1193
   73	      1193
   74	      1193
