
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20
    9	      1174
   10	      1174
   11	      1174
   12	      1174
   13	      1174
   14	      1174
   15	      1174
   16	      1174
   17	      1174
   18	      1174
   19	      1174
   20	      1174
   21	      1174
   22	      1174
   23	      1174
   24	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1180
    2	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1167
    2	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1177
    2	      1166
    3	      1166
    4	      1166
    5	      1166
    6	      1166
    7	      1166
    8	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1177
    2	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1175
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1165

 Final results:


        100       1165          812168        172


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1198
    2	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1166
   27	      1166
   28	      1166
   29	      1166
   30	      1166
   31	      1166
   32	      1166
   33	      1166
   34	      1166
   35	      1166
   36	      1166
   37	      1166
   38	      1166
   39	      1166
   40	      1166
   41	      1166
   42	      1166
   43	      1166
   44	      1166
   45	      1166
   46	      1166
   47	      1166
   48	      1166
   49	      1166
   50	      1166
   51	      1166
   52	      1166
   53	      1166
   54	      1166
   55	      1166
   56	      1166
   57	      1166
   58	      1166
   59	      1166
   60	      1166
   61	      1166
   62	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1178
    2	      1178
    3	      1166
    4	      1166
    5	      1166
    6	      1166
    7	      1166
    8	      1166
    9	      1166
   10	      1166
   11	      1166
   12	      1166
   13	      1166
   14	      1166
   15	      1166
   16	      1166
   17	      1166
   18	      1166
   19	      1166
   20	      1166
   21	      1166
   22	      1166
   23	      1166
   24	      1166
   25	      1166
   26	      1166
   27	      1166
   28	      1166
   29	      1166
   30	      1166
   31	      1166
   32	      1166
   33	      1166
   34	      1166
   35	      1166
   36	      1166
   37	      1166
   38	      1166
   39	      1166
   40	      1166
   41	      1166
   42	      1166
   43	      1166
   44	      1166
   45	      1166
   46	      1166
   47	      1166
   48	      1166
   49	      1166
   50	      1166
   51	      1166
   52	      1166
   53	      1166
   54	      1166
   55	      1166
   56	      1166
   57	      1166
   58	      1166
   59	      1166
   60	      1166
   61	      1166
   62	      1166
   63	      1166
   64	      1166
   65	      1166
   66	      1166
   67	      1166
   68	      1166
   69	      1166
   70	      1166
   71	      1166
   72	      1166
   73	      1166
   74	      1166
   75	      1166
   76	      1166
   77	      1166
   78	      1166
   79	      1166
   80	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1193
    2	      1193
    3	      1193
    4	      1193
    5	      1174
    6	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1177
    2	      1177
    3	      1174
    4	      1166
    5	      1166
    6	      1166
    7	      1166
    8	      1166
    9	      1166
   10	      1166
   11	      1166
   12	      1166
   13	      1166
   14	      1166
   15	      1166
   16	      1166
   17	      1166
   18	      1166
   19	      1166
   20	      1166
   21	      1166
   22	      1166
   23	      1166
   24	      1166
   25	      1166
   26	      1166
   27	      1166
   28	      1166
   29	      1166
   30	      1166
   31	      1166
   32	      1166
   33	      1166
   34	      1166
   35	      1166
   36	      1166
   37	      1166
   38	      1166
   39	      1166
   40	      1166
   41	      1166
   42	      1166
   43	      1166
   44	      1166
   45	      1166
   46	      1166
   47	      1166
   48	      1166
   49	      1166
   50	      1166
   51	      1166
   52	      1166
   53	      1166
   54	      1166
   55	      1166
   56	      1166
   57	      1166
   58	      1166
   59	      1166
   60	      1166
   61	      1166
   62	      1166
   63	      1166
   64	      1166
   65	      1166
   66	      1166
   67	      1166
   68	      1166
   69	      1166
   70	      1166
   71	      1166
   72	      1166
   73	      1166
   74	      1166
   75	      1166
   76	      1166
   77	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1167
    2	      1166
    3	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1181
    2	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1178
    2	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1174
   68	      1173
   69	      1173
   70	      1173
   71	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165         1353213        286


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1217
    2	      1217
    3	      1180
    4	      1180
    5	      1177
    6	      1177
    7	      1177
    8	      1177
    9	      1177
   10	      1177
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1175
    2	      1175
    3	      1175
    4	      1175
    5	      1168
    6	      1168
    7	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1171
    2	      1171
    3	      1171
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1167
   88	      1167
   89	      1167
   90	      1167
   91	      1167
   92	      1167
   93	      1167
   94	      1167
   95	      1167
   96	      1167
   97	      1167
   98	      1167
   99	      1167
  100	      1167

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1210
    2	      1182
    3	      1182
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1179
    2	      1179
    3	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1168
    2	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1185
    2	      1185
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1173
    8	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165          790649        169


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1199
    2	      1199
    3	      1199
    4	      1199
    5	      1176
    6	      1176
    7	      1176
    8	      1176
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1172
   38	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1185
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1167
   15	      1167
   16	      1167
   17	      1167
   18	      1167
   19	      1167
   20	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1182
    2	      1182
    3	      1182
    4	      1182
    5	      1176
    6	      1176
    7	      1176
    8	      1176
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1171
   16	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1173
    2	      1166
    3	      1166
    4	      1166
    5	      1166
    6	      1166
    7	      1166
    8	      1166
    9	      1166
   10	      1166
   11	      1166
   12	      1166
   13	      1166
   14	      1166
   15	      1166
   16	      1166
   17	      1166
   18	      1166
   19	      1166
   20	      1166
   21	      1166
   22	      1166
   23	      1166
   24	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1223
    2	      1223
    3	      1221
    4	      1221
    5	      1221
    6	      1203
    7	      1203
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1176
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1176
    2	      1176
    3	      1176
    4	      1176
    5	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1186
    2	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1184
    2	      1178
    3	      1165

 Final results:


        100       1165          823305        173


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1191
    2	      1182
    3	      1182
    4	      1182
    5	      1182
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1178
   12	      1177
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1165

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1267
    2	      1207
    3	      1180
    4	      1180
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1170
   94	      1170
   95	      1170
   96	      1170
   97	      1170
   98	      1170
   99	      1170
  100	      1170

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1168
    2	      1168
    3	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1179
    2	      1179
    3	      1174
    4	      1174
    5	      1174
    6	      1174
    7	      1174
    8	      1174
    9	      1174
   10	      1174
   11	      1174
   12	      1174
   13	      1174
   14	      1174
   15	      1174
   16	      1174
   17	      1174
   18	      1174
   19	      1174
   20	      1174
   21	      1174
   22	      1174
   23	      1174
   24	      1174
   25	      1174
   26	      1174
   27	      1174
   28	      1174
   29	      1174
   30	      1174
   31	      1174
   32	      1174
   33	      1174
   34	      1174
   35	      1174
   36	      1174
   37	      1174
   38	      1174
   39	      1174
   40	      1174
   41	      1174
   42	      1174
   43	      1174
   44	      1174
   45	      1174
   46	      1174
   47	      1174
   48	      1174
   49	      1174
   50	      1174
   51	      1174
   52	      1174
   53	      1174
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1165

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1165

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1167
    6	      1167
    7	      1167
    8	      1167
    9	      1167
   10	      1167
   11	      1167
   12	      1167
   13	      1167
   14	      1167
   15	      1167
   16	      1167
   17	      1167
   18	      1167
   19	      1167
   20	      1167
   21	      1167
   22	      1167
   23	      1167
   24	      1167
   25	      1167
   26	      1167
   27	      1167
   28	      1167
   29	      1167
   30	      1167
   31	      1167
   32	      1167
   33	      1167
   34	      1167
   35	      1167
   36	      1167
   37	      1167
   38	      1167
   39	      1167
   40	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1165

 Final results:


        100       1165         1472129        311
